Data_No,Differential_pressure,Flow_rate,Time,Dust_feed,Sampling,Bias_type,RUL
14,32.22332487,82.98834564,85.2,49.7,10,d,59.11149152
14,37.12092575,82.97143959,85.3,49.6,10,d,59.11149152
14,51.4497401,82.7854273,85.4,49.5,10,d,59.11149152
14,38.34641649,82.52333207,85.5,49.4,10,d,59.11149152
14,45.27364289,82.65861477,85.6,49.3,10,d,59.11149152
14,50.68015886,82.83615689,85.7,49.2,10,d,59.11149152
14,33.29771293,82.74315646,85.8,49.1,10,d,59.11149152
14,37.33842404,82.5909677,85.9,49,10,d,59.11149152
14,38.33713318,82.91225127,86,48.9,10,d,59.11149152
14,39.08414688,82.73469772,86.1,48.8,10,d,59.11149152
14,43.21624339,82.70088561,86.2,48.7,10,d,59.11149152
14,55.35927811,82.72625041,86.3,48.6,10,d,59.11149152
14,44.98217203,82.51487332,86.4,48.5,10,d,59.11149152
14,55.97695015,82.42187289,86.5,48.4,10,d,59.11149152
14,52.47211271,82.7854273,86.6,48.3,10,d,59.11149152
14,51.00208009,83.05598128,86.7,48.2,10,d,59.11149152
14,58.75641485,83.06471678,86.8,48.1,10,d,59.11149152
14,70.29250581,83.24625745,86.9,48,10,d,59.11149152
14,63.35947635,82.68397956,87,47.9,10,d,59.11149152
14,33.0570715,82.89534521,87.1,47.8,10,d,59.11149152
14,54.07794743,82.70933292,87.2,47.7,10,d,59.11149152
14,35.31055932,82.6163325,87.3,47.6,10,d,59.11149152
14,28.83163972,83.03061649,87.4,47.5,10,d,59.11149152
14,36.84383131,82.63324998,87.5,47.4,10,d,59.11149152
14,26.32359886,83.13733059,87.6,47.3,10,d,59.11149152
14,38.80580636,82.82769815,87.7,47.2,10,d,59.11149152
14,67.21352279,82.86152168,87.8,47.1,10,d,59.11149152
14,49.17711885,82.86152168,87.9,47,10,d,59.11149152
14,79.53284269,82.90379253,88,46.9,10,d,59.11149152
14,57.40272156,83.03061649,88.1,46.8,10,d,59.11149152
14,65.64403999,82.96298085,88.2,46.7,10,d,59.11149152
14,52.26852496,82.91225127,88.3,46.6,10,d,59.11149152
14,54.20109778,83.04753397,88.4,46.5,10,d,59.11149152
14,49.21300972,82.93761606,88.5,46.4,10,d,59.11149152
14,59.19445589,82.89534521,88.6,46.3,10,d,59.11149152
14,44.18538102,82.54869686,88.7,46.2,10,d,59.11149152
14,50.45149923,82.95452211,88.8,46.1,10,d,59.11149152
14,49.54749598,82.93761606,88.9,46,10,d,59.11149152
14,62.43373,82.86152168,89,45.9,10,d,59.11149152
14,75.77613448,82.8107921,89.1,45.8,10,d,59.11149152
14,84.02783889,82.7854273,89.2,45.7,10,d,59.11149152
14,44.64946063,82.64169729,89.3,45.6,10,d,59.11149152
14,64.47144107,82.97989833,89.4,45.5,10,d,59.11149152
14,54.29064465,82.87842773,89.5,45.4,10,d,59.11149152
14,51.32504213,82.64169729,89.6,45.3,10,d,59.11149152
14,63.68944138,82.68397956,89.7,45.2,10,d,59.11149152
14,57.4513282,82.63324998,89.8,45.1,10,d,59.11149152
14,62.53903412,82.95452211,89.9,45,10,d,59.11149152
14,69.64197728,82.87842773,90,44.9,10,d,59.11149152
14,50.87171343,82.91225127,90.1,44.8,10,d,59.11149152
14,63.32398215,82.60788518,90.2,44.7,10,d,59.11149152
14,47.63884806,82.88688647,90.3,44.6,10,d,59.11149152
14,58.87122582,82.96298085,90.4,44.5,10,d,59.11149152
14,72.45661254,83.04753397,90.5,44.4,10,d,59.11149152
14,44.74850946,82.74315646,90.6,44.3,10,d,59.11149152
14,65.90276731,82.93761606,90.7,44.2,10,d,59.11149152
14,47.38065906,82.77697999,90.8,44.1,10,d,59.11149152
14,62.93528108,83.03907523,90.9,44,10,d,59.11149152
14,56.30859277,82.87842773,91,43.9,10,d,59.11149152
14,62.34951086,82.70088561,91.1,43.8,10,d,59.11149152
14,48.05145507,82.49796727,91.2,43.7,10,d,59.11149152
14,53.64524938,82.62477981,91.3,43.6,10,d,59.11149152
14,60.75473036,82.43877895,91.4,43.5,10,d,59.11149152
14,63.01386192,82.30350767,91.5,43.4,10,d,59.11149152
14,61.04290086,82.96298085,91.6,43.3,10,d,59.11149152
14,56.58822066,82.58252039,91.7,43.2,10,d,59.11149152
14,77.26680565,82.73469772,91.8,43.1,10,d,59.11149152
14,63.54354199,83.01371044,91.9,43,10,d,59.11149152
14,54.98360242,82.59941501,92,42.9,10,d,59.11149152
14,57.68622444,82.76006251,92.1,42.8,10,d,59.11149152
14,60.01847761,82.47260248,92.2,42.7,10,d,59.11149152
14,70.95982329,82.97143959,92.3,42.6,10,d,59.11149152
14,58.10046074,82.99680439,92.4,42.5,10,d,59.11149152
14,71.29534605,82.63324998,92.5,42.4,10,d,59.11149152
14,69.3393986,82.65015603,92.6,42.3,10,d,59.11149152
14,61.97110464,82.9460748,92.7,42.2,10,d,59.11149152
14,59.27639479,82.81925084,92.8,42.1,10,d,59.11149152
14,68.76204686,82.80233335,92.9,42,10,d,59.11149152
14,65.98308554,83.20086308,93,41.9,10,d,59.11149152
14,59.94457844,83.14641192,93.1,41.8,10,d,59.11149152
14,59.77419836,82.84461563,93.2,41.7,10,d,59.11149152
14,72.97706967,82.70088561,93.3,41.6,10,d,59.11149152
14,72.17120346,82.92071001,93.4,41.5,10,d,59.11149152
14,64.55587349,82.76006251,93.5,41.4,10,d,59.11149152
14,78.3505197,83.10101755,93.6,41.3,10,d,59.11149152
14,68.60498124,82.65861477,93.7,41.2,10,d,59.11149152
14,69.66026258,82.64169729,93.8,41.1,10,d,59.11149152
14,84.29592321,83.17363136,93.9,41,10,d,59.11149152
14,67.35692088,82.40496684,94,40.9,10,d,59.11149152
14,52.47517813,82.83615689,94.1,40.8,10,d,59.11149152
14,59.94137706,83.01371044,94.2,40.7,10,d,59.11149152
14,76.84839202,83.13733059,94.3,40.6,10,d,59.11149152
14,70.56616245,82.71779167,94.4,40.5,10,d,59.11149152
14,98.0452541,82.8107921,94.5,40.4,10,d,59.11149152
14,58.0589292,82.90379253,94.6,40.3,10,d,59.11149152
14,71.55408068,82.84461563,94.7,40.2,10,d,59.11149152
14,75.36183751,82.60788518,94.8,40.1,10,d,59.11149152
14,61.81295305,82.68397956,94.9,40,10,d,59.11149152
14,88.45158639,83.25533878,95,39.9,10,d,59.11149152
14,86.30765084,82.8107921,95.1,39.8,10,d,59.11149152
14,95.75514743,82.92915732,95.2,39.7,10,d,59.11149152
14,88.19054774,82.90379253,95.3,39.6,10,d,59.11149152
14,46.95599391,82.59941501,95.4,39.5,10,d,59.11149152
14,73.16471879,82.76006251,95.5,39.4,10,d,59.11149152
14,85.82671828,82.57405022,95.6,39.3,10,d,59.11149152
14,74.66953456,82.7516152,95.7,39.2,10,d,59.11149152
14,84.91236833,83.16456231,95.8,39.1,10,d,59.11149152
14,80.18494014,83.03907523,95.9,39,10,d,59.11149152
14,75.2390819,82.59941501,96,38.9,10,d,59.11149152
14,80.88164391,82.79388604,96.1,38.8,10,d,59.11149152
14,85.91979083,82.93761606,96.2,38.7,10,d,59.11149152
14,92.15871525,83.22810706,96.3,38.6,10,d,59.11149152
14,72.17054112,82.7516152,96.4,38.5,10,d,59.11149152
14,76.71676544,82.64169729,96.5,38.4,10,d,59.11149152
14,73.97684809,82.98834564,96.6,38.3,10,d,59.11149152
14,90.86350058,82.97989833,96.7,38.2,10,d,59.11149152
14,98.67211655,83.05598128,96.8,38.1,10,d,59.11149152
14,95.09134349,82.83615689,96.9,38,10,d,59.11149152
14,97.91606473,82.76006251,97,37.9,10,d,59.11149152
14,89.63844845,82.90379253,97.1,37.8,10,d,59.11149152
14,79.86549441,83.05598128,97.2,37.7,10,d,59.11149152
14,96.07075344,82.7854273,97.3,37.6,10,d,59.11149152
14,106.1623352,83.02216918,97.4,37.5,10,d,59.11149152
14,94.07978213,82.65015603,97.5,37.4,10,d,59.11149152
14,98.26946562,82.74315646,97.6,37.3,10,d,59.11149152
14,72.70176376,82.86152168,97.7,37.2,10,d,59.11149152
14,92.64360024,83.00526313,97.8,37.1,10,d,59.11149152
14,84.38041838,82.76852125,97.9,37,10,d,59.11149152
14,91.38299939,83.01371044,98,36.9,10,d,59.11149152
14,100.3544899,82.67552082,98.1,36.8,10,d,59.11149152
14,81.92449346,82.70933292,98.2,36.7,10,d,59.11149152
14,102.0808,83.13733059,98.3,36.6,10,d,59.11149152
14,76.56375541,82.72625041,98.4,36.5,10,d,59.11149152
14,87.57462,82.84461563,98.5,36.4,10,d,59.11149152
14,92.01799832,82.8107921,98.6,36.3,10,d,59.11149152
14,101.5308364,82.98834564,98.7,36.2,10,d,59.11149152
14,86.4122354,83.00526313,98.8,36.1,10,d,59.11149152
14,80.34553626,83.03907523,98.9,36,10,d,59.11149152
14,106.2600838,83.10101755,99,35.9,10,d,59.11149152
14,93.29274561,82.95452211,99.1,35.8,10,d,59.11149152
14,72.02050214,83.01371044,99.2,35.7,10,d,59.11149152
14,95.40159423,82.60788518,99.3,35.6,10,d,59.11149152
14,74.13034511,83.02216918,99.4,35.5,10,d,59.11149152
14,98.79904384,82.65861477,99.5,35.4,10,d,59.11149152
14,104.6121799,82.89534521,99.6,35.3,10,d,59.11149152
14,89.52007208,83.14641192,99.7,35.2,10,d,59.11149152
14,87.03760719,82.70088561,99.8,35.1,10,d,59.11149152
14,111.2540948,82.99680439,99.9,35,10,d,177.3131368
14,95.22505906,82.8107921,100,34.9,10,d,177.3131368
14,93.26290092,82.17668371,100.1,34.8,10,d,177.3131368
14,90.3204429,82.27813145,100.2,34.7,10,d,177.3131368
14,88.28202268,82.72625041,100.3,34.6,10,d,177.3131368
14,107.4428262,82.67552082,100.4,34.5,10,d,177.3131368
14,101.4276359,82.7854273,100.5,34.4,10,d,177.3131368
14,108.8118885,82.88688647,100.6,34.3,10,d,177.3131368
14,104.2413655,82.99680439,100.7,34.2,10,d,177.3131368
14,102.7265665,83.06471678,100.8,34.1,10,d,177.3131368
14,85.85934218,82.97989833,100.9,34,10,d,177.3131368
14,97.03432925,82.76852125,101,33.9,10,d,177.3131368
14,105.7462715,82.71779167,101.1,33.8,10,d,177.3131368
14,103.0049783,82.70088561,101.2,33.7,10,d,177.3131368
14,120.5015075,82.70933292,101.3,33.6,10,d,177.3131368
14,88.20666412,82.92071001,101.4,33.5,10,d,177.3131368
14,106.3542352,82.72625041,101.5,33.4,10,d,177.3131368
14,111.1816279,83.02216918,101.6,33.3,10,d,177.3131368
14,105.4269419,82.92915732,101.7,33.2,10,d,177.3131368
14,113.6880548,82.92071001,101.8,33.1,10,d,177.3131368
14,130.5646293,83.02216918,101.9,33,10,d,177.3131368
14,103.7161617,82.63324998,102,32.9,10,d,177.3131368
14,110.6420757,82.5909677,102.1,32.8,10,d,177.3131368
14,100.7890958,82.87842773,102.2,32.7,10,d,177.3131368
14,120.1481056,83.03907523,102.3,32.6,10,d,177.3131368
14,102.8982935,82.8107921,102.4,32.5,10,d,177.3131368
14,109.0552054,82.58252039,102.5,32.4,10,d,177.3131368
14,133.901649,82.73469772,102.6,32.3,10,d,177.3131368
14,130.4070933,82.96298085,102.7,32.2,10,d,177.3131368
14,116.6681391,82.47260248,102.8,32.1,10,d,177.3131368
14,140.0051278,82.74315646,102.9,32,10,d,177.3131368
14,123.9569027,82.8107921,103,31.9,10,d,177.3131368
14,132.9792908,82.92071001,103.1,31.8,10,d,177.3131368
14,146.1132081,82.86152168,103.2,31.7,10,d,177.3131368
14,151.6556728,82.92071001,103.3,31.6,10,d,177.3131368
14,126.8183945,82.7854273,103.4,31.5,10,d,177.3131368
14,134.0737574,82.79388604,103.5,31.4,10,d,177.3131368
14,143.3931744,82.8107921,103.6,31.3,10,d,177.3131368
14,142.8273553,82.6163325,103.7,31.2,10,d,177.3131368
14,137.1273206,82.84461563,103.8,31.1,10,d,177.3131368
14,139.2594121,82.57405022,103.9,31,10,d,177.3131368
14,137.3683302,82.73469772,104,30.9,10,d,177.3131368
14,122.003021,82.86998042,104.1,30.8,10,d,177.3131368
14,146.6544711,82.43033164,104.2,30.7,10,d,177.3131368
14,140.0525444,82.54869686,104.3,30.6,10,d,177.3131368
14,149.6559315,82.64169729,104.4,30.5,10,d,177.3131368
14,179.606959,82.45569643,104.5,30.4,10,d,177.3131368
14,156.7694102,82.71779167,104.6,30.3,10,d,177.3131368
14,171.3799334,82.69242687,104.7,30.2,10,d,177.3131368
14,145.436569,82.72625041,104.8,30.1,10,d,177.3131368
14,169.0635136,83.01371044,104.9,30,10,d,177.3131368
14,140.9483242,82.82769815,105,29.9,10,d,177.3131368
14,155.4708134,82.85306294,105.1,29.8,10,d,177.3131368
14,161.1211887,82.86998042,105.2,29.7,10,d,177.3131368
14,164.382119,82.89534521,105.3,29.6,10,d,177.3131368
14,156.2886623,82.57405022,105.4,29.5,10,d,177.3131368
14,147.4367593,82.6163325,105.5,29.4,10,d,177.3131368
14,149.9837267,82.60788518,105.6,29.3,10,d,177.3131368
14,147.2945244,82.7854273,105.7,29.2,10,d,177.3131368
14,146.885601,82.42187289,105.8,29.1,10,d,177.3131368
14,155.6735915,82.76006251,105.9,29,10,d,177.3131368
14,153.8948392,82.64169729,106,28.9,10,d,177.3131368
14,181.9333747,82.48104979,106.1,28.8,10,d,177.3131368
14,178.0046713,82.50641458,106.2,28.7,10,d,177.3131368
14,182.1174458,82.72625041,106.3,28.6,10,d,177.3131368
14,175.4346087,82.71779167,106.4,28.5,10,d,177.3131368
14,188.3811482,82.81925084,106.5,28.4,10,d,177.3131368
14,190.6469861,82.8107921,106.6,28.3,10,d,177.3131368
14,175.1065535,82.84461563,106.7,28.2,10,d,177.3131368
14,175.5842334,82.63324998,106.8,28.1,10,d,177.3131368
14,169.3758478,82.90379253,106.9,28,10,d,177.3131368
14,198.9840417,82.93761606,107,27.9,10,d,177.3131368
14,184.1186855,82.82769815,107.1,27.8,10,d,177.3131368
14,195.8687579,82.99680439,107.2,27.7,10,d,177.3131368
14,199.3032922,82.70088561,107.3,27.6,10,d,177.3131368
14,200.0164445,82.96298085,107.4,27.5,10,d,177.3131368
14,195.5974523,83.0919485,107.5,27.4,10,d,177.3131368
14,200.5795643,82.85306294,107.6,27.3,10,d,177.3131368
14,200.5956967,83.08286717,107.7,27.2,10,d,177.3131368
14,220.0710801,82.9460748,107.8,27.1,10,d,177.3131368
14,195.6229736,82.96298085,107.9,27,10,d,177.3131368
14,205.6647367,82.98834564,108,26.9,10,d,177.3131368
14,219.7087896,82.72625041,108.1,26.8,10,d,177.3131368
14,218.2925504,82.67552082,108.2,26.7,10,d,177.3131368
14,207.7796952,82.80233335,108.3,26.6,10,d,177.3131368
14,228.306098,82.54869686,108.4,26.5,10,d,177.3131368
14,194.3347645,82.64169729,108.5,26.4,10,d,177.3131368
14,218.7406033,82.8107921,108.6,26.3,10,d,177.3131368
14,239.1402712,83.06471678,108.7,26.2,10,d,177.3131368
14,230.3616255,82.70088561,108.8,26.1,10,d,177.3131368
14,233.8970187,82.93761606,108.9,26,10,d,177.3131368
14,226.4048595,82.7516152,109,25.9,10,d,177.3131368
14,225.459427,82.80233335,109.1,25.8,10,d,177.3131368
14,240.54506,82.77697999,109.2,25.7,10,d,177.3131368
14,257.2292142,82.82769815,109.3,25.6,10,d,177.3131368
14,234.8854449,82.71779167,109.4,25.5,10,d,177.3131368
14,251.6806322,82.63324998,109.5,25.4,10,d,177.3131368
14,235.1870939,82.74315646,109.6,25.3,10,d,177.3131368
14,234.8219019,82.59941501,109.7,25.2,10,d,177.3131368
14,245.7039162,82.66706208,109.8,25.1,10,d,177.3131368
14,231.5954578,82.97989833,109.9,25,10,d,177.3131368
14,251.755296,83.05598128,110,24.9,10,d,177.3131368
14,231.9081555,82.90379253,110.1,24.8,10,d,177.3131368
14,226.41475,82.82769815,110.2,24.7,10,d,177.3131368
14,250.8891015,83.08286717,110.3,24.6,10,d,177.3131368
14,256.9848029,82.76852125,110.4,24.5,10,d,177.3131368
14,268.8882394,82.53179081,110.5,24.4,10,d,177.3131368
14,260.6099519,82.7516152,110.6,24.3,10,d,177.3131368
14,268.2421293,82.73469772,110.7,24.2,10,d,177.3131368
14,258.0996193,82.83615689,110.8,24.1,10,d,177.3131368
14,262.988085,82.63324998,110.9,24,10,d,177.3131368
14,246.6683782,82.9460748,111,23.9,10,d,177.3131368
14,256.7696834,82.62477981,111.1,23.8,10,d,177.3131368
14,252.8734033,82.73469772,111.2,23.7,10,d,177.3131368
14,258.6158376,83.17363136,111.3,23.6,10,d,177.3131368
14,284.2442381,82.74315646,111.4,23.5,10,d,177.3131368
14,247.7829647,82.86998042,111.5,23.4,10,d,177.3131368
14,264.5558924,82.8107921,111.6,23.3,10,d,177.3131368
14,264.74752,83.04753397,111.7,23.2,10,d,177.3131368
14,269.5110184,82.8107921,111.8,23.1,10,d,177.3131368
14,288.4774509,82.65861477,111.9,23,10,d,177.3131368
14,280.3938481,82.8107921,112,22.9,10,d,177.3131368
14,262.9578098,83.15548098,112.1,22.8,10,d,177.3131368
14,256.712889,82.67552082,112.2,22.7,10,d,177.3131368
14,280.3899922,82.79388604,112.3,22.6,10,d,177.3131368
14,263.4367094,83.06471678,112.4,22.5,10,d,177.3131368
14,277.4805865,82.96298085,112.5,22.4,10,d,177.3131368
14,289.0795923,82.90379253,112.6,22.3,10,d,177.3131368
14,270.7545378,82.5909677,112.7,22.2,10,d,177.3131368
14,303.678511,82.90379253,112.8,22.1,10,d,177.3131368
14,289.3783468,82.77697999,112.9,22,10,d,177.3131368
14,286.0425504,82.71779167,113,21.9,10,d,177.3131368
14,290.6620794,82.47260248,113.1,21.8,10,d,177.3131368
14,293.8109228,82.69242687,113.2,21.7,10,d,177.3131368
14,287.7921257,82.51487332,113.3,21.6,10,d,177.3131368
14,303.705345,82.93761606,113.4,21.5,10,d,177.3131368
14,299.5021978,82.97989833,113.5,21.4,10,d,177.3131368
14,306.8470726,82.65861477,113.6,21.3,10,d,177.3131368
14,304.8035987,82.80233335,113.7,21.2,10,d,177.3131368
14,295.9626649,82.8107921,113.8,21.1,10,d,177.3131368
14,306.9407634,82.92915732,113.9,21,10,d,177.3131368
14,285.1267733,82.99680439,114,20.9,10,d,177.3131368
14,306.5643543,82.76006251,114.1,20.8,10,d,177.3131368
14,325.3836462,82.81925084,114.2,20.7,10,d,177.3131368
14,308.7721846,83.03061649,114.3,20.6,10,d,177.3131368
14,326.1109143,82.5571556,114.4,20.5,10,d,177.3131368
14,329.3208357,82.76852125,114.5,20.4,10,d,177.3131368
14,327.7725735,82.68397956,114.6,20.3,10,d,177.3131368
14,332.089509,82.73469772,114.7,20.2,10,d,177.3131368
14,338.603169,82.7854273,114.8,20.1,10,d,177.3131368
14,360.4238841,82.5909677,114.9,20,10,d,177.3131368
14,348.1352404,82.83615689,115,19.9,10,d,177.3131368
14,336.8513773,82.7854273,115.1,19.8,10,d,177.3131368
14,319.3703578,82.97143959,115.2,19.7,10,d,177.3131368
14,340.5585771,82.80233335,115.3,19.6,10,d,177.3131368
14,345.1072728,82.77697999,115.4,19.5,10,d,177.3131368
14,338.484545,82.99680439,115.5,19.4,10,d,177.3131368
14,360.0219421,82.91225127,115.6,19.3,10,d,177.3131368
14,358.8717825,82.87842773,115.7,19.2,10,d,177.3131368
14,362.7114781,82.7854273,115.8,19.1,10,d,177.3131368
14,353.352601,82.96298085,115.9,19,10,d,177.3131368
14,353.2943673,83.16456231,116,18.9,10,d,177.3131368
14,356.6127654,83.26440783,116.1,18.8,10,d,177.3131368
14,351.0585948,82.5571556,116.2,18.7,10,d,177.3131368
14,345.1259532,82.9460748,116.3,18.6,10,d,177.3131368
14,361.9269626,82.7854273,116.4,18.5,10,d,177.3131368
14,337.3731134,82.87842773,116.5,18.4,10,d,177.3131368
14,347.2227669,82.5571556,116.6,18.3,10,d,177.3131368
14,370.27507,82.88688647,116.7,18.2,10,d,177.3131368
14,373.3546529,82.38806079,116.8,18.1,10,d,177.3131368
14,365.6809098,82.86152168,116.9,18,10,d,177.3131368
14,385.4504849,82.88688647,117,17.9,10,d,177.3131368
14,394.5037426,82.92071001,117.1,17.8,10,d,177.3131368
14,388.8078282,82.80233335,117.2,17.7,10,d,177.3131368
14,370.8989227,82.7854273,117.3,17.6,10,d,177.3131368
14,381.0436924,83.03907523,117.4,17.5,10,d,177.3131368
14,381.6318077,82.9460748,117.5,17.4,10,d,177.3131368
14,389.172864,82.91225127,117.6,17.3,10,d,177.3131368
14,387.3272221,82.77697999,117.7,17.2,10,d,177.3131368
14,386.8162624,82.83615689,117.8,17.1,10,d,177.3131368
14,414.0595052,82.69242687,117.9,17,10,d,177.3131368
14,391.2195278,83.10101755,118,16.9,10,d,177.3131368
14,395.0868046,82.88688647,118.1,16.8,10,d,177.3131368
14,399.8834106,82.97989833,118.2,16.7,10,d,177.3131368
14,381.1630409,82.86152168,118.3,16.6,10,d,177.3131368
14,387.01054,82.42187289,118.4,16.5,10,d,177.3131368
14,404.8650935,82.86998042,118.5,16.4,10,d,177.3131368
14,407.4897555,82.57405022,118.6,16.3,10,d,177.3131368
14,392.5152036,82.37114331,118.7,16.2,10,d,177.3131368
14,416.4217891,82.93761606,118.8,16.1,10,d,177.3131368
14,407.6901078,82.86152168,118.9,16,10,d,177.3131368
14,413.6419979,82.7854273,119,15.9,10,d,177.3131368
14,415.0391319,82.70933292,119.1,15.8,10,d,177.3131368
14,411.7669499,82.95452211,119.2,15.7,10,d,177.3131368
14,400.9794436,82.98834564,119.3,15.6,10,d,177.3131368
14,419.0812702,82.68397956,119.4,15.5,10,d,177.3131368
14,404.8821147,82.93761606,119.5,15.4,10,d,177.3131368
14,418.6563133,82.64169729,119.6,15.3,10,d,177.3131368
14,420.5311648,82.73469772,119.7,15.2,10,d,177.3131368
14,422.0658504,82.99680439,119.8,15.1,10,d,177.3131368
14,406.6514383,82.80233335,119.9,15,10,d,177.3131368
14,424.0972549,82.54023812,120,14.9,10,d,177.3131368
14,410.291015,82.60788518,120.1,14.8,10,d,177.3131368
14,414.0979423,82.89534521,120.2,14.7,10,d,177.3131368
14,417.5784761,82.5571556,120.3,14.6,10,d,177.3131368
14,432.4053282,82.76852125,120.4,14.5,10,d,177.3131368
14,403.1461164,82.67552082,120.5,14.4,10,d,177.3131368
14,434.8268346,82.67552082,120.6,14.3,10,d,177.3131368
14,427.5424808,82.67552082,120.7,14.2,10,d,177.3131368
14,430.9342444,82.65015603,120.8,14.1,10,d,177.3131368
14,429.8187619,82.7854273,120.9,14,10,d,177.3131368
14,435.8066969,82.59941501,121,13.9,10,d,177.3131368
14,434.1828836,82.68397956,121.1,13.8,10,d,177.3131368
14,435.8615412,82.48950853,121.2,13.7,10,d,177.3131368
14,437.2881935,82.89534521,121.3,13.6,10,d,177.3131368
14,451.8876891,82.91225127,121.4,13.5,10,d,177.3131368
14,455.8979646,83.16456231,121.5,13.4,10,d,177.3131368
14,461.3851831,83.20994441,121.6,13.3,10,d,177.3131368
14,458.7832628,83.00526313,121.7,13.2,10,d,177.3131368
14,458.6279836,82.60788518,121.8,13.1,10,d,177.3131368
14,452.1470318,83.25533878,121.9,13,10,d,177.3131368
14,469.1571173,83.48226154,122,12.9,10,d,177.3131368
14,469.1536606,83.00526313,122.1,12.8,10,d,177.3131368
14,477.4567524,82.70933292,122.2,12.7,10,d,177.3131368
14,484.4653286,82.67552082,122.3,12.6,10,d,177.3131368
14,471.6496522,82.76852125,122.4,12.5,10,d,177.3131368
14,472.5682755,83.00526313,122.5,12.4,10,d,177.3131368
14,476.4949915,82.92071001,122.6,12.3,10,d,177.3131368
14,482.432144,82.65861477,122.7,12.2,10,d,177.3131368
14,501.1280837,82.68397956,122.8,12.1,10,d,177.3131368
14,472.2270528,82.79388604,122.9,12,10,d,177.3131368
14,492.3280934,82.93761606,123,11.9,10,d,177.3131368
14,476.2952752,82.73469772,123.1,11.8,10,d,177.3131368
14,487.3184896,82.69242687,123.2,11.7,10,d,177.3131368
14,479.0194645,82.70933292,123.3,11.6,10,d,177.3131368
14,473.1389981,82.95452211,123.4,11.5,10,d,177.3131368
14,471.5216296,82.74315646,123.5,11.4,10,d,177.3131368
14,480.4171389,82.65015603,123.6,11.3,10,d,177.3131368
14,487.8061117,82.7516152,123.7,11.2,10,d,177.3131368
14,487.943502,82.77697999,123.8,11.1,10,d,177.3131368
14,473.4794241,82.97143959,123.9,11,10,d,177.3131368
14,465.667484,82.74315646,124,10.9,10,d,177.3131368
14,483.030344,82.7854273,124.1,10.8,10,d,177.3131368
14,487.4537024,82.97989833,124.2,10.7,10,d,177.3131368
14,458.6148027,82.76852125,124.3,10.6,10,d,177.3131368
14,483.7318137,82.67552082,124.4,10.5,10,d,177.3131368
14,504.8733177,82.5571556,124.5,10.4,10,d,177.3131368
14,482.2591648,82.71779167,124.6,10.3,10,d,177.3131368
14,479.6455685,83.20086308,124.7,10.2,10,d,177.3131368
14,472.7000698,82.83615689,124.8,10.1,10,d,177.3131368
14,463.6625478,82.77697999,124.9,10,10,d,177.3131368
14,476.5661898,82.82769815,125,9.9,10,d,177.3131368
14,491.4496868,82.66706208,125.1,9.8,10,d,177.3131368
14,484.4200046,82.8107921,125.2,9.7,10,d,177.3131368
14,491.5173021,83.05598128,125.3,9.6,10,d,177.3131368
14,499.0700797,82.70933292,125.4,9.5,10,d,177.3131368
14,488.1970985,82.96298085,125.5,9.4,10,d,177.3131368
14,502.1999744,82.69242687,125.6,9.3,10,d,177.3131368
14,506.0903386,83.26440783,125.7,9.2,10,d,177.3131368
14,501.9663767,82.66706208,125.8,9.1,10,d,177.3131368
14,523.5697556,82.74315646,125.9,9,10,d,177.3131368
14,492.9587578,82.7854273,126,8.9,10,d,177.3131368
14,508.4593656,83.16456231,126.1,8.8,10,d,177.3131368
14,498.4589837,82.97143959,126.2,8.7,10,d,177.3131368
14,500.4885408,83.01371044,126.3,8.6,10,d,177.3131368
14,512.0913407,83.08286717,126.4,8.5,10,d,177.3131368
14,520.3544933,83.30072088,126.5,8.4,10,d,177.3131368
14,513.0263129,83.22810706,126.6,8.3,10,d,177.3131368
14,520.2829903,83.04753397,126.7,8.2,10,d,177.3131368
14,498.0636469,82.92915732,126.8,8.1,10,d,177.3131368
14,507.5468479,82.92071001,126.9,8,10,d,177.3131368
14,500.841149,82.90379253,127,7.9,10,d,177.3131368
14,503.0295103,82.99680439,127.1,7.8,10,d,177.3131368
14,485.1057764,82.57405022,127.2,7.7,10,d,177.3131368
14,520.2250638,82.48104979,127.3,7.6,10,d,177.3131368
14,531.2615405,82.70933292,127.4,7.5,10,d,177.3131368
14,517.3741073,83.21902574,127.5,7.4,10,d,177.3131368
14,527.8627566,82.97143959,127.6,7.3,10,d,177.3131368
14,516.175873,82.48104979,127.7,7.2,10,d,177.3131368
14,504.1327528,82.74315646,127.8,7.1,10,d,177.3131368
14,508.852342,82.67552082,127.9,7,10,d,177.3131368
14,511.3518986,82.57405022,128,6.9,10,d,177.3131368
14,527.0491722,83.03061649,128.1,6.8,10,d,177.3131368
14,514.5430779,82.54023812,128.2,6.7,10,d,177.3131368
14,522.1034822,82.40496684,128.3,6.6,10,d,177.3131368
14,509.8973193,82.68397956,128.4,6.5,10,d,177.3131368
14,522.45985,82.79388604,128.5,6.4,10,d,177.3131368
14,510.0734776,82.70088561,128.6,6.3,10,d,177.3131368
14,518.5836116,82.82769815,128.7,6.2,10,d,177.3131368
14,533.6912333,82.65861477,128.8,6.1,10,d,177.3131368
14,532.4290055,82.84461563,128.9,6,10,d,177.3131368
14,502.7660171,83.01371044,129,5.9,10,d,177.3131368
14,507.1507687,83.0919485,129.1,5.8,10,d,177.3131368
14,526.7609006,82.92915732,129.2,5.7,10,d,177.3131368
14,522.709717,82.63324998,129.3,5.6,10,d,177.3131368
